BoardGameRank,2018-10-06,2018-10-13,2018-10-20,2018-10-27,2018-11-03,2018-11-09,2018-11-17,2018-11-24,2018-12-01,2018-12-08,2018-12-15,2018-12-22,2018-12-29,2019-01-05,2019-01-12,2019-01-19,2019-01-26,2019-02-02,2019-02-09,2019-02-16,2019-02-23,2019-03-02,2019-03-09,2019-03-16,2019-03-23,2019-03-30,2019-04-06,2019-04-13,2019-04-20,2019-04-27,2019-05-04,2019-05-11,2019-05-18,2019-05-25,2019-06-01,2019-06-08,2019-06-15,2019-06-22,2019-06-29,2019-07-06,2019-07-13,2019-07-20,2019-07-27,2019-08-03,2019-08-10,2019-08-17,2019-08-24,2019-08-31,2019-09-07,2019-09-14,2019-09-21,2019-09-28,2019-10-05,2019-10-12,2019-10-19,2019-10-26,2019-11-02,2019-11-09,2019-11-16,2019-11-23,2019-11-30,2019-12-07,2019-12-14,2019-12-21,2019-12-28,2020-01-04,2020-01-11,2020-01-18,2020-01-25,2020-02-01,2020-02-08,2020-02-15,2020-02-22,2020-02-29,2020-03-07,2020-03-14,2020-03-21,2020-03-28,2020-04-04,2020-04-11,2020-04-18,2020-04-25,2020-05-02,2020-05-09,2020-05-16,2020-05-23,2020-05-30,2020-06-06,2020-06-13,2020-06-20,2020-06-27,2020-07-04,2020-07-11,2020-07-18,2020-07-25,2020-08-01,2020-08-08,2020-08-15,2020-08-22,2020-08-29,2020-09-05,2020-09-12,2020-09-19,2020-09-26,2020-10-03,2020-10-10,2020-10-17,2020-10-24,2020-10-31,2020-11-07,2020-11-14,2020-11-21,2020-11-28,2020-12-05,2020-12-12,2020-12-19,2020-12-26,2021-01-02,2021-01-09,2021-01-16,2021-01-23,2021-01-30,2021-02-06,2021-02-13,2021-02-20,2021-02-27,2021-03-06,2021-03-13,2021-03-20,2021-03-27,2021-04-03,2021-04-10,2021-04-17,2021-04-24,2021-05-01,2021-05-08,2021-05-15,2021-05-22
3364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255659,4562,321,441,129294,245928,180543,178940,221230,548,230059,201455,230059,216578,275913,4001,104377,159406,214996,137095,28805,2150,173115,161297,18243,6927,183578,216856,6714,192343,111502,163163,129156,9617,144743,168839,55601,55601,253756,27165,253756,88513,27165,213953,14634,160903,21985,234469,264476,91773,4173,254213,13123,232830,3828,105187,25727,114438,38984,262114,153999,7062,61484,266460,47046,14188,65534,257726,181523,271321,1545,159581,31545,147747,7479,42929,195194,162263,12004,195194,186279,4214,12234,268493,1452,255393,186279,34004,4286,756
3365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13354,6203,9829,76,25294,189222,13084,89,180543,24947,1143,230059,36482,145642,227893,5445,302,23950,5825,183578,227893,246228,265256,192343,253756,258148,275870,97273,42328,254213,789,274093,40603,41239,168839,63740,261393,27165,107704,255683,13751,27165,3413,27165,234469,203204,160903,21985,176361,92643,39328,262114,32382,29256,99312,232830,243696,834,247360,5651,234469,233006,233006,47046,7935,65225,249673,295577,261145,178892,229632,267009,2363,143484,244946,13301,186279,24878,8207,238916,152053,4112,204817,14683,14683,30932,247,160903,17970,147623
3367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,217949,32002,6203,8920,1376,5740,321,62972,149361,14634,28044,146559,4001,152510,20101,912,31745,7571,1705,2129,181501,161297,3086,120669,284775,264196,225,28805,27969,831,11106,831,40603,2073,159581,63740,63167,42306,129156,213953,14634,88513,13751,241225,176361,203204,287084,247360,234469,29805,19358,150484,213370,13123,25727,234469,91773,40276,29387,255455,192343,155025,154905,103339,160903,287607,97803,66424,339,39832,229632,10947,935,168839,150783,13301,234469,84732,20782,3312,186279,186279,117663,271512,225163,17970,17970,160903,5576
3369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19989,146725,255659,207687,192240,129294,46782,180543,72644,66190,145642,25491,216578,123228,248,7614,1498,285775,246150,130552,181501,183578,246228,196305,28805,213953,285533,8946,28218,144743,144743,14634,63167,831,831,2073,234469,159581,27165,107704,55601,213953,160903,241225,107704,14634,213953,246639,4854,39328,183578,274426,183578,13123,32382,24,159632,183578,114438,25727,32424,159581,159581,172225,1002,243797,298572,364,1717,163931,257726,6955,257096,181494,178892,3577,234469,2470,3548,249814,3632,8552,4112,204817,301607,14683,271512,96704,40107,207753
3370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178940,275467,192240,8521,125048,216578,8920,13084,159575,175222,129156,145642,129156,270314,21373,209136,2,24568,50381,234429,123885,1705,1350,655,213953,258411,2073,213953,8946,28805,40603,248861,163163,173115,3593,10814,256623,234469,12171,1206,173115,144325,150484,106999,213953,23890,25114,284108,17851,241225,33434,229791,10174,172584,9675,227893,105187,29805,25727,184700,254213,2077,854,27385,1493,255633,14188,92666,339,258104,258104,2250,159581,89415,26055,21464,42929,164506,568,287742,204817,3312,255393,255393,195194,176262,30932,179835,235544,68
3368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204135,13354,247360,130552,139508,11269,11269,163641,129156,243538,72644,3208,55165,142889,1498,235512,4079,62225,146130,151151,3086,9963,196305,246228,258411,42142,128733,183578,14634,14634,9617,213953,173115,2073,107704,41239,159581,63740,55601,12171,14634,34496,64956,26235,755,173115,14634,214996,28396,221155,229791,122690,203204,144761,834,129156,29805,25727,255633,155702,41052,255633,247314,29294,6688,84464,65225,6263,6663,192673,281658,302260,192,8668,281658,2470,164506,147887,255393,31920,24304,128698,156,12234,163976,1452,14683,431,72809,46807
3371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217949,88594,127784,56796,142063,255664,189222,114903,11269,706,247367,162107,258412,65825,209003,152510,20101,142239,38931,217949,183578,85204,214996,121073,192343,3408,42490,128733,255708,119632,97273,234429,173092,63167,10814,831,253756,253756,129156,63740,34496,173115,253756,88513,27165,755,755,14634,232830,232830,91773,4173,38318,203204,127312,3828,16497,159632,255455,40276,816,254213,234469,299252,266460,27385,4258,161530,271321,97803,3661,258104,935,257096,147747,284333,150783,150783,204817,204817,300936,12004,4214,8552,160561,4214,225163,154259,154259,73313
3372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63758,247360,207687,7843,76,204801,252556,11269,143994,216578,686,1143,14634,283393,216578,55863,253399,72420,23950,215471,178210,219217,181501,1350,161297,215471,101682,33495,225,2073,144388,129156,143981,163163,63167,270847,143981,3593,63167,14634,12171,55601,256623,143981,268493,214996,262114,25114,160903,176361,92643,234469,213370,253756,29256,16497,247360,192343,254213,247360,27680,156840,7062,229,22347,249673,247360,298572,6688,392,271321,150783,2250,31545,150783,168839,147887,257096,66081,12004,150783,300683,8552,3312,204817,1821,1452,142555,431,34004
3373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88594,19989,155496,9829,441,25294,1376,101013,189222,3855,34227,14634,2555,145888,266179,258412,8130,103091,217949,214996,130552,214234,267370,69552,159868,177515,6927,2073,18746,6714,248861,111502,11106,143981,119632,63167,41239,234711,63740,34496,107704,193483,13751,3413,72667,213953,173115,213953,146784,14634,4854,4854,13005,183578,255455,254213,232830,232830,834,150484,29805,164865,816,45134,234469,47046,160903,1212,6542,160903,163931,257726,1545,2363,274450,911,2470,6955,147887,8207,12004,31920,1821,24304,12234,130605,176262,247,179835,160903
3374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639,17,146725,12283,146149,100734,217894,8920,3125,277085,5740,207687,5316,104627,145642,1498,5445,217949,103091,5825,1705,235512,2150,214996,20865,120669,213953,42490,254213,8946,233896,789,144388,11106,9617,3593,63167,313,159581,153422,129156,12171,173275,262114,26235,107704,241225,755,203204,229791,262114,146784,255455,10174,213370,32382,13123,254213,29805,285905,5651,160903,255633,63539,29294,234469,84464,181523,3137,257726,122159,39832,257726,7479,234469,250396,3577,911,171110,24878,8207,3632,12004,156,117663,163976,4214,186279,318472,4286
3375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8993,246816,217949,192240,9829,255659,245928,310,114903,255659,162107,72644,162107,221230,154510,209003,130552,2,31745,276498,137095,13855,178210,2150,3086,14634,277699,176334,128733,28218,2073,65568,789,213953,144388,144743,3593,262208,234711,63167,63167,107704,144325,34496,106999,27165,176361,262114,13751,129156,241225,183578,29805,243696,254213,144761,9675,234469,159632,38984,4556,146149,160903,159581,172225,287607,132758,293296,280748,35935,339,255633,270168,10947,174476,281658,21464,42929,13301,150783,31920,24304,24304,271512,8552,160561,130605,30932,142555,17970
3376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207687,169341,4562,155496,216578,139508,114903,189222,255659,72644,145888,216578,270314,234429,142889,221230,8515,235512,159406,235512,260710,227893,215471,177515,130552,28805,129820,18746,2073,225,18746,159581,213953,144388,143981,144388,234711,2073,3593,173092,63740,129156,55601,3086,143981,247694,214996,280132,165876,274426,14634,33434,254213,38318,243696,9675,3475,16497,91773,2876,150484,25727,3463,61484,132758,1002,4047,281658,295577,1212,150783,163931,150783,192673,143484,7479,168839,257726,139326,3548,287158,152053,204605,4112,130605,271512,163976,268890,96704,235544
3377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245928,6930,13354,32002,225163,4562,225163,1376,163641,146149,216578,258412,25491,66190,221230,145642,4001,302,62225,7571,217949,142,1705,215471,177515,272409,192343,6927,33495,18746,119632,119632,111502,789,111502,143981,313,9617,313,256623,160903,63740,262114,55601,34496,72667,107704,221155,55834,28396,129156,247360,243696,13005,192343,183578,32382,243696,16497,114438,155702,247360,192343,160903,229,66120,181523,65534,257726,66424,192673,122159,258104,2250,61458,257096,911,255805,3577,255805,289081,287158,128698,4214,3312,12234,195194,14683,309113,72809
3378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23142,257380,125048,225163,12283,164702,25294,216578,7742,963,548,175222,28044,3895,4001,21373,7614,253215,142239,38931,5825,161297,258411,181501,196305,18243,176334,42244,42490,176334,28218,97273,27969,248861,40603,119632,2073,831,213953,831,1206,63167,246639,234469,3413,129156,129156,176361,173115,247360,28396,91773,4173,297486,253756,29256,169649,13123,183578,255455,25727,41052,2077,234469,227893,255653,234469,65225,97803,255633,255633,3661,6955,192,257726,26055,257096,21464,145012,568,568,20782,3632,204605,24304,195194,160561,1452,247,40107
3379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3518,63758,169341,4562,155496,142063,100734,46782,101013,870,163056,136192,145888,36482,180761,248,209136,1125,62853,146130,214996,62225,177515,206939,178940,192343,10156,274090,176334,274090,42328,144388,119632,111502,234469,234469,9617,213953,249763,234469,256623,173092,193483,10814,262114,262114,23890,173115,25114,17851,216578,29805,129156,129156,172584,213370,23953,160903,9675,183578,184700,29805,247360,150484,63539,6778,27385,14188,364,6542,97803,192673,255633,142124,8668,147747,281658,7479,162263,147887,24878,255805,137909,1821,156,8552,1821,255633,94902,309113
3380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179350,639,88594,216578,204801,192240,139508,25294,321,651,175222,34227,5740,321,246150,154510,152510,23685,269160,24568,235512,121073,206939,258411,1350,161297,220367,129820,101682,248861,176334,270847,176334,27969,129556,9617,213953,207898,2073,3593,3593,3086,3086,153422,88513,163163,72667,107704,216578,146784,213953,243696,19358,241225,183578,99312,144761,9675,146784,13123,262114,816,164865,155025,233006,134711,206156,234469,14188,211940,267009,257096,163931,6955,935,257726,7479,177727,911,171110,3548,24878,7479,235544,235544,204817,204605,31920,255633,431
3366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253106,225163,7843,217949,178940,272380,216578,56796,963,163056,207687,235512,209136,154510,126239,217949,103091,246150,235512,201308,142,177515,3086,20865,2073,173115,42244,42328,144743,42328,65568,143981,234429,270847,41239,233208,168839,168839,13751,55601,88513,13751,143981,72667,150484,25114,246639,160903,241225,4854,232830,13005,172584,3828,16497,3475,183578,266460,2876,4556,156840,3463,201509,227893,27385,181523,257096,275969,257096,229632,6955,1545,229632,61458,258104,147887,162263,13301,24878,3632,8552,159581,3312,195194,176262,186279,72809,204605,34004,186279
3381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169341,8993,19989,13354,8521,76,4562,100734,56796,180543,24947,5740,235512,266179,123228,246150,221230,4001,24568,31745,151151,165,121073,1705,227893,20865,169649,235512,6927,128733,6714,2073,97273,144743,163163,129156,831,144388,831,2073,234469,159581,12171,64956,63740,177515,177515,23890,214996,216578,247360,129156,227893,33434,33434,253756,3828,144761,3475,192343,247360,127312,156840,247314,66120,189350,253664,261145,92666,276090,150484,339,39832,234711,6955,61458,26055,284936,177727,293531,20782,204817,31920,31920,4214,3312,255633,204817,31920,37696
3382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114912,100734,6930,125048,7843,155496,142063,139508,225163,192240,245928,686,201455,201455,65825,180761,55863,36887,4001,159406,278553,137095,130552,130552,655,159868,28086,28086,42244,33495,129156,18746,2073,18746,159581,111502,144388,129156,207898,160903,153422,160903,107704,144325,193483,259061,163163,72667,213953,203204,146784,130552,146784,29805,10174,192343,254213,3475,3828,201006,29387,247314,146149,164865,257096,58798,47046,247360,6263,296626,392,255805,122159,258104,181494,244946,257726,26055,283797,139326,255805,3548,150783,150783,150783,24304,8552,309113,1452,179835
3383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100734,3518,179350,19989,4562,9829,164702,4562,178940,245928,129614,161527,1143,2555,145888,142889,201455,63196,72420,62225,7571,151151,227893,227893,214996,264196,258411,192343,42142,42490,101682,225163,18746,234469,18746,40603,111502,41239,9617,42306,173092,234469,10814,63740,129156,246639,153422,129156,129156,55834,192343,241225,206939,255455,229713,13005,255633,3828,105187,159632,201006,29387,25727,854,154905,29294,58798,160903,1212,1717,160903,392,150484,257726,229632,8668,147747,147747,6955,3577,255633,150783,235544,12004,204605,156,3312,150783,14683,154259
3384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257380,204135,63758,100734,88594,146149,76,32424,89,62972,56796,321,72644,146559,14634,201455,216578,4210,2,142239,62225,215471,9963,178210,2150,3086,215471,169649,274090,28086,159581,267735,248861,97273,213953,213953,40603,111502,144388,28218,159581,3593,789,107704,55601,144388,27165,241477,177515,13751,176361,203204,241225,4173,203204,172584,29256,247360,32382,834,241225,153999,29805,7062,164865,298572,22347,84464,161530,6663,234469,97803,282435,253506,339,143484,255805,283797,122159,911,3577,8207,160903,7479,1821,255633,24304,195194,150783,142555
3385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86156,179350,225163,17,8993,441,9829,164702,100734,7742,321,145888,175222,5740,66190,14634,235512,236248,209136,62853,146130,123885,85204,165,258148,130552,33495,254213,129820,101682,274093,27969,65568,256623,28218,129556,10814,194232,28218,3086,42306,153422,173115,193483,3086,26235,34496,177515,14634,253185,755,39328,122690,19358,13005,255455,213370,105187,144761,32382,40276,255455,127312,816,3463,8229,66120,253664,132758,6263,35935,234711,255805,1545,8166,229632,6955,235544,7479,13301,147887,3577,145012,255633,7479,117663,156,225163,130605,247
3386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147707,2640,17,6930,32002,88594,441,142063,192240,114903,249746,266460,1125,55165,3895,126239,145642,104377,302,103091,258411,214996,254513,85204,181501,181501,1705,42142,28086,6927,8946,194232,28218,119632,789,18746,144743,214996,41239,264476,10814,10814,129156,789,177515,106999,26235,163163,221155,262114,203204,92643,262547,227893,129156,33434,253756,32382,13123,16497,38984,150484,255455,3463,255455,233006,270168,27385,192343,303051,234711,160903,339,122159,192673,935,61458,89415,2470,255633,171110,147887,20782,3632,145012,204605,204817,160561,30932,255633
3387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131246,104573,100734,169341,19989,12283,192240,76,310,246761,706,548,249411,230059,234429,177515,248,4079,276925,4001,38931,130552,142,178940,267378,178940,42142,3086,192343,42244,225,28218,33495,176334,225163,176334,129556,40603,255683,313,28218,1206,63740,163163,10814,232830,106999,153422,243696,177515,55834,28396,247360,229713,146784,243696,91773,213370,241225,9675,2876,27680,153999,201509,45134,261145,1002,132758,65225,65225,274426,35935,192673,276090,2363,174476,8166,168839,164506,66081,911,171110,24878,128698,31920,145012,12234,3312,195194,96704
3388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138166,245928,8993,88594,17,8521,12283,32002,1376,143994,3855,149361,136192,5316,36482,216578,21373,20101,23685,23950,234711,129156,151151,129156,69552,1350,3086,101682,235512,42142,3086,176334,101682,101682,97273,28218,176334,28218,111502,10814,3086,234711,63167,12171,153422,143981,232830,241225,107704,165876,17851,25114,229791,146784,227893,10174,99312,29256,23953,91773,159632,5651,38984,192343,61484,3730,255653,4258,281658,6688,211940,234469,392,39832,298060,296167,229632,3577,21464,145012,13301,235544,94902,137909,12004,7479,117663,176262,225163,14683
3390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246816,131246,639,63758,127784,7843,125048,129156,139508,258451,146149,178940,3208,162107,28044,5316,142889,262540,4210,2,230059,2129,13855,151151,129156,2150,18243,18243,159581,178940,225163,3086,159581,28218,176334,97273,129156,255683,40603,129556,831,28218,173092,129556,144388,88513,143981,34496,277927,173115,243696,755,165876,122690,276997,292032,122690,13005,234469,146784,13123,184700,184700,243797,150484,275969,261145,189350,160903,41636,6688,211940,142124,150783,10947,8166,143484,935,147747,177727,145012,13301,271512,94902,255633,137909,145012,94902,3312,276386
3391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104573,86156,3518,179350,6203,266967,7843,217894,13084,3125,255659,129614,129614,132326,104627,123228,129156,8130,1125,230059,31745,146130,235512,146130,1705,196305,3408,159868,3086,129820,27969,215471,215471,234711,172225,27969,119632,144743,10814,111502,9617,313,153422,63167,64956,153422,193483,144388,227893,25114,165876,213953,4854,213953,4173,247360,172584,169649,10174,3475,192343,38984,150484,127312,262114,227893,295577,4047,84464,234469,6542,6688,97803,255633,255805,2363,2363,275010,255633,21464,139326,66081,8207,309110,3632,12004,150783,8552,204817,1452
3392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25574,207687,2640,129156,138166,169341,169341,7843,226519,56796,66190,234429,207687,129156,201455,65825,14634,8515,129156,209136,246228,217949,62225,13855,282853,214996,235512,10156,120669,235512,28086,42328,42328,214996,3086,234711,177515,129556,129556,97273,146149,129556,130552,177515,144325,63740,287084,106999,3086,755,13751,55834,216578,192343,247360,203204,160903,255455,253756,3828,32382,834,249673,257096,854,257096,134711,58798,65534,293678,66424,276090,234711,255805,250396,288513,174476,2363,287742,168839,6955,145012,255633,24878,4112,31920,4112,163976,176262,130605
3393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66193,147707,216578,1577,13354,8993,8993,441,217894,101013,1125,56796,321,14634,132326,145888,154510,152510,104377,302,103091,258411,146130,254513,121073,216856,120669,177515,235922,169649,194232,8946,8946,225163,1705,65568,28218,177515,97273,41239,129556,789,1206,129156,246639,193483,88513,26235,755,160903,173115,17851,213953,229791,19358,169649,24,122690,29256,241225,243696,2876,5651,156840,155025,266460,189350,270168,234469,58798,276090,58798,276090,392,89415,31545,2250,255393,42929,94902,162263,6955,2250,8207,255805,94902,12004,24304,8552,225163
3394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1577,129156,17027,17027,6817,32002,32002,192240,25294,178940,963,1125,686,28044,2555,66190,180761,230059,63196,50381,2,5825,178940,137095,165,235512,274090,1705,18243,3086,128733,225,225,65568,33495,3086,97273,176334,130552,789,111502,41239,234469,3593,789,144325,55601,232830,21985,243696,198832,216578,130552,206939,255633,146784,192343,99312,243696,144761,3828,159632,4556,258104,7062,45134,233006,22347,27385,301255,14188,142124,160903,3661,31545,255805,339,61458,26055,2470,2470,177727,3548,152053,122159,3632,137909,4214,303551,31920
3395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90041,138166,104573,2640,266967,19989,155496,225163,177515,163641,870,143994,161527,56796,146559,3895,66190,209136,5316,23685,57998,206939,137095,62225,62225,285533,655,234711,129156,120669,42142,6714,225163,33495,65568,169649,27969,18746,194232,130552,130552,9617,28218,173092,12171,55601,63740,143981,262114,214996,25114,14634,33434,247360,122690,29805,255455,201006,122690,10174,183578,40276,261145,25727,201509,7935,29294,47046,247360,181523,270168,1212,234469,234469,1545,2250,192673,8166,255805,164506,177727,89415,3577,2250,24878,4112,94902,156,163976,195194
3396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10431,17027,131246,3518,17027,17,17,12283,39019,225163,651,706,34227,3208,5740,266964,5316,912,4079,36887,142239,7571,123885,142,206939,129156,227893,178940,10156,161297,267735,128733,256623,3086,206939,271615,789,130552,18746,213953,227893,111502,177515,243696,129556,173092,241477,88513,253185,107704,160903,165876,92643,186279,229791,4173,33434,146784,201006,105187,9675,155702,253756,255455,816,229,3730,3730,4258,14188,6663,270168,211940,150484,150484,339,89415,143484,249814,162263,21464,21464,255805,255805,8207,255805,3632,145012,24304,30932
3397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216578,23142,147707,,158130,17027,19989,9829,142063,321,225163,3855,145642,34227,55165,129156,65825,7614,20101,278553,62853,230059,129156,217949,85204,1705,20865,161297,1705,159581,42490,42142,234469,159581,101682,33495,214996,256623,177515,241225,241225,256623,313,268493,63167,194232,144325,63740,23890,163163,250561,13751,176361,91773,186279,122690,10174,249590,13005,247314,285894,13123,294514,183578,287607,7062,6778,66120,266460,295564,58798,94902,35935,339,192,275010,10947,94902,257726,147747,94902,139326,147887,233973,233973,233973,255805,233973,4214,150783
3398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4550,66193,129156,104573,169341,32424,88594,8521,4562,266460,62972,163056,548,281960,266964,36482,230059,221230,230059,4210,23685,24568,217949,258148,235512,254213,161297,235922,159868,234711,33495,33495,42142,215471,11106,1705,3086,97273,27969,146149,97273,227893,144388,1206,198832,3086,173092,63167,34496,3086,177515,176361,28396,165876,241225,19358,229713,172584,169649,29256,16497,261145,159632,159632,192343,295577,227893,1002,4047,150484,6263,66424,94902,97803,94902,10947,275010,31545,339,7479,168839,94902,233973,3548,6955,8207,7479,12234,156,300583
3399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1496,25574,138166,131246,164702,138166,17027,125048,46782,177515,7742,255659,24947,1143,230059,28044,274533,5445,14634,258411,4001,267370,2129,254213,151151,227893,178940,215471,234711,235922,270847,234469,42490,42328,,206939,33495,27969,3086,119632,41239,831,129556,194232,216578,789,3086,55601,72667,21985,72667,198832,192343,260180,38318,229791,249590,24,99312,243696,834,183578,2876,29805,2077,1493,229,255653,66120,266460,255805,14188,1212,220133,39832,192673,244946,122159,287158,42929,164506,162263,229956,122159,128698,6955,268890,3632,282291,160561
3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144566,90041,23142,147707,220588,13354,284760,169341,246761,159575,114903,66190,178940,207687,177515,104627,3895,1498,57998,104377,23950,201455,230059,123885,,121073,177515,227893,178940,10156,42244,42490,234711,233208,,101682,101682,789,255659,194232,214996,97273,41239,130552,243696,10814,789,144325,194232,227893,107704,173115,25114,216578,249673,38318,146784,309630,304285,299121,91773,114438,29387,261145,127312,154905,45134,266460,58798,84464,41636,1717,14188,247360,392,178892,238916,2250,2363,287158,147747,255633,257726,3577,2250,24878,309105,7479,145012,3312
3401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108344,1577,25574,204801,179350,6817,32424,177515,1125,,143994,651,706,175222,5316,146559,145888,,178940,234711,129156,4210,5825,230059,13855,206939,256623,20865,248861,1705,177515,234711,1705,42142,214996,235512,255683,101682,101682,18746,789,243696,243696,2073,247694,3593,10814,3086,,23890,163163,3593,173115,176361,292032,255633,201006,253574,249590,122690,3475,253756,834,153999,261145,63539,8229,134711,22347,284333,247360,41636,232830,160903,227466,192,178892,10947,94902,300936,122159,168839,13301,177727,94902,268890,233973,1821,324856,176262
3402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17027,114912,90041,138166,129156,127784,104573,8993,17027,,192240,225163,3855,246150,129156,271319,104627,146559,912,5316,912,142239,7571,9963,142,62225,2150,196305,177515,18243,1705,42244,129820,42490,146149,215471,302723,3086,789,144388,2073,2073,9617,216578,163163,63167,3593,173092,144388,34496,21985,160903,755,92643,91773,241225,4173,4173,172584,253756,216578,32382,183578,253756,258104,164865,266460,253574,47046,,266460,6663,274426,94902,163931,181494,31545,255633,247360,122159,7479,164506,122159,257726,152053,89415,8207,4112,12234,204817
3403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6817,108344,114912,146725,1577,158130,129156,17027,32424,,180543,870,163056,129614,56796,5740,123228,246228,8130,72420,209136,195709,24568,7571,159581,1125,130552,137095,215471,159868,129820,129820,181495,225,215471,214996,241225,119632,146149,5445,119632,130552,241225,111502,232830,64956,64956,193483,88513,72667,214996,177515,55834,130552,213953,91773,203204,241225,285905,13005,144761,32424,40276,4556,156840,816,7935,192343,3730,,181523,6263,66424,35935,160903,89415,192,178892,143484,257726,42929,568,177727,6955,3548,152053,24878,255805,3632,24304
3404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43320,10431,164702,25574,25574,179350,13354,13354,441,,11269,270314,255659,72644,3208,321,36482,,221230,4079,302,1125,235555,277597,275870,85204,1350,655,181501,181501,10156,177515,28086,42244,42328,172225,215471,42328,119632,234711,177515,5445,97273,8946,173092,12171,194232,10814,274426,106999,3593,192343,160903,28396,206939,213953,92643,33434,253574,23953,213370,249673,155702,40276,25727,103339,164865,271321,255653,,1717,247360,58798,6263,122159,39832,392,160903,271512,271512,89415,7479,164506,147887,295948,128698,6955,12004,276090,8552
3405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6481,4550,108344,269199,6930,1577,1125,1125,125048,239472,258412,146149,66190,209003,34227,226588,28044,,152510,129156,159406,31745,201455,159581,137095,165,254213,3408,227893,129156,235512,1705,104627,1705,137095,177515,146149,215471,181501,40603,18746,214996,227893,28218,1206,129556,12171,789,198832,144388,23890,186279,249673,249673,216578,201006,177515,10174,232830,253574,253756,9675,243797,5651,275969,276090,271321,206156,1002,270168,284333,4258,41636,232830,234711,392,255633,392,10947,339,257726,147747,6955,13301,177727,2250,89415,192343,7479,261342
